taxid	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
2800059	order	Maricaulales	1	1	2			1.25	0.00	[2, 2, 1, 1, 1]
135624	order	Aeromonadales	2	2	12			7.79	0.79	[10, 10, 10, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 9, 10, 9, 9, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 9, 10, 10, 10, 10, 10, 10, 7, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 7, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 7, 8, 8, 8, 8, 8, 10, 7, 7]
1191478	order	Magnetococcales	1	3	3			3.00	0.00	[3]
2905377	order	Methanotrichales	1	1	2			1.67	0.00	[2, 2, 1]
213462	order	Syntrophobacterales	1	2	2			2.00	0.00	[2, 2]
1643683	order	Acidothermales	1	1	1			1.00	0.00	[1]
2856582	order	Thermofilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1]
135615	order	Cardiobacteriales	2	3	6			4.00	1.00	[3, 3, 3, 3, 6, 4]
85008	order	Micromonosporales	1	1	6			2.91	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 6, 6, 6, 4, 3, 6, 6, 6, 6, 6, 6, 5, 5, 3, 1, 1, 2, 2, 2, 2, 2, 3, 4, 2, 3, 3, 3, 3, 2, 3, 3]
3071001	order	Caldicellulosiruptorales	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
32064	order	Chloroflexales	2	2	3			2.50	0.50	[2, 2, 3, 3]
622452	order	Kineosporiales	1	4	4			4.00	0.00	[4, 4]
213118	order	Desulfobacterales	6	1	6			2.75	1.37	[1, 6, 4, 2, 3, 3, 4, 1, 2, 2, 2, 2, 1, 4]
31932	order	Nitrosopumilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
1643947	order	Petrotogales	1	2	7			4.20	0.00	[2, 3, 3, 3, 3, 6, 7]
3085636	order	Lachnospirales	4	3	11			7.01	2.36	[8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 4, 7, 6, 4, 5, 5, 4, 4, 4, 6, 4, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 8, 4, 5, 7, 6, 7, 7, 7, 5, 4, 9, 7, 7, 7, 7, 9, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 7, 6, 6, 6, 7, 7, 4, 4, 4, 4, 9, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 6, 6, 6, 5, 3, 4, 5, 4, 8, 8, 4, 5, 5, 11, 11, 7, 6, 6, 6, 5]
717963	order	Methylacidiphilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1]
415000	order	Opitutales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
485256	order	Natranaerobiales	2	4	4			4.00	0.00	[4, 4, 4]
641854	order	Elusimicrobiales	1	1	1			1.00	0.00	[1]
48461	order	Verrucomicrobiales	2	2	5			3.09	0.02	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 5, 2, 2, 2, 3, 2]
2138246	order	Coprothermobacterales	1	2	2			2.00	0.00	[2]
203487	order	Dictyoglomales	1	2	2			2.00	0.00	[2, 2]
2811503	order	Thermodesulfovibrionales	2	1	2			1.50	0.50	[1, 2]
189776	order	Thermomicrobiales	1	2	2			2.00	0.00	[2]
206389	order	Rhodocyclales	4	2	5			3.13	0.66	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 3, 4, 4, 3, 3, 3, 4, 4, 4, 4, 2, 4, 2, 3, 3, 3, 5, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 3, 2, 2, 2]
85010	order	Pseudonocardiales	1	2	6			3.64	0.00	[5, 5, 3, 3, 4, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 2, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 6, 4, 4, 3, 4, 4, 3, 4, 2, 2, 2, 2, 3, 5, 5, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3]
84993	order	Acidimicrobiales	3	1	2			1.67	0.47	[2, 2, 1, 1, 1, 1, 1]
1643946	order	Kosmotogales	1	2	2			2.00	0.00	[2, 2, 2, 2]
200666	order	Sphingobacteriales	2	2	8			2.94	0.94	[3, 7, 6, 4, 5, 4, 3, 4, 2, 4, 3, 3, 4, 3, 8, 4, 4, 4, 8, 7, 7, 6, 2, 4, 4, 4, 7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 8, 4, 8, 8, 6, 6, 6, 4, 4, 7, 6, 7, 7, 4, 4, 3, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 2, 2, 3, 4, 3, 3, 3, 3, 2, 2, 3, 4, 3, 2]
1643822	order	Eggerthellales	1	2	3			2.54	0.00	[3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3]
203491	order	Fusobacteriales	3	3	11			5.45	1.90	[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 4, 5, 5, 3, 4, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 9, 5, 5, 5, 8, 10, 11, 4]
1853229	order	Chitinophagales	1	1	7			2.30	0.00	[6, 4, 2, 7, 6, 5, 6, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 3, 3, 1, 1, 2, 3, 3, 5, 2, 2, 4, 3, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1]
414714	order	Catenulisporales	1	3	3			3.00	0.00	[3]
2887327	order	Kangiellales	1	2	2			2.00	0.00	[2, 2, 2, 2, 2]
84999	order	Coriobacteriales	2	1	5			2.54	0.10	[1, 2, 1, 2, 2, 4, 2, 2, 3, 3, 2, 5, 5, 5, 5, 5, 5, 4, 2, 3, 3]
1643684	order	Nakamurellales	1	2	3			2.33	0.00	[2, 3, 2]
3119832	order	Candidatus Puniceispirillales	1	1	1			1.00	0.00	[1]
85014	order	Glycomycetales	1	2	3			2.50	0.00	[2, 3]
218872	order	Fibrobacterales	1	3	3			3.00	0.00	[3, 3]
3031714	order	Haliangiales	1	2	2			2.00	0.00	[2]
649776	order	Synergistales	6	2	5			3.25	0.69	[3, 5, 3, 3, 3, 2, 4, 3, 4]
1843489	order	Veillonellales	1	4	7			5.17	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 6, 6, 7, 5, 5, 5]
85001	order	Sphaerobacterales	1	2	2			2.00	0.00	[2]
588673	order	Solirubrobacterales	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1]
1843488	order	Acidaminococcales	1	3	6			4.75	0.00	[6, 6, 3, 3, 5, 5, 5, 5, 5]
1643682	order	Geodermatophilales	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3]
3024411	order	Desulfobulbales	2	2	7			3.60	1.10	[7, 3, 7, 6, 4, 3, 2, 2, 2, 2, 4, 2]
3031712	order	Polyangiales	3	2	5			3.33	0.94	[4, 4, 4, 4, 4, 4, 3, 5, 2, 2, 4]
112	order	Planctomycetales	1	2	4			2.11	0.00	[2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
2762275	order	Trueperales	1	2	2			2.00	0.00	[2, 2]
453227	order	Desulfarculales	1	1	1			1.00	0.00	[1, 1]
2770089	order	Thermosediminibacterales	2	2	3			2.50	0.50	[3, 2, 2]
871006	order	Acidilobales	2	1	1			1.00	0.00	[1, 1, 1]
1783344	order	Endomicrobiales	1	1	1			1.00	0.00	[1, 1, 1]
3039864	order	Candidatus Cloacimonadales	1	2	2			2.00	0.00	[2]
255473	order	Parvularculales	1	1	2			1.16	0.00	[1, 1, 2, 1]
189769	order	Chrysiogenales	1	3	3			3.00	0.00	[3, 3]
1485951	order	Desulfurobacteriales	1	2	3			2.50	0.00	[3, 2]
2691356	order	Isosphaerales	1	3	8			4.25	0.00	[3, 8, 3, 3]
3031655	order	Desulfobaccales	1	1	1			1.00	0.00	[1]
213481	order	Bdellovibrionales	1	1	2			1.22	0.00	[2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1]
292629	order	Anaerolineales	1	1	2			1.33	0.00	[2, 1, 1]
909929	order	Selenomonadales	2	4	15			7.53	1.80	[4, 4, 7, 4, 4, 4, 4, 4, 6, 6, 6, 5, 4, 9, 9, 15, 4, 12]
2024979	order	Bacteriovoracales	2	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
3002444	order	Thermodesulfobiales	1	2	2			2.00	0.00	[2, 2]
1936988	order	Saprospirales	2	2	4			2.75	0.75	[2, 3, 3, 3, 4, 4]
188710	order	Thermodesulfobacteriales	2	1	2			1.50	0.50	[1, 1, 1, 1, 1, 1, 2]
795748	order	Ignavibacteriales	2	1	1			1.00	0.00	[1, 1]
685948	order	Fervidicoccales	1	1	1			1.00	0.00	[1]
3108222	order	Geminicoccales	1	4	4			4.00	0.00	[4]
3031657	order	Desulfomonilales	1	1	1			1.00	0.00	[1]
526525	order	Erysipelotrichales	3	2	16			8.67	1.93	[7, 3, 9, 5, 5, 7, 4, 5, 6, 7, 6, 7, 9, 4, 3, 5, 8, 3, 4, 6, 14, 11, 6, 6, 2, 5, 12, 15, 3, 12, 8, 12, 9, 9, 9, 16, 5, 5, 5, 5, 6, 5, 5, 5, 7, 9, 5, 9]
475963	order	Caldilineales	1	2	2			2.00	0.00	[2]
666506	order	Phycisphaerales	1	1	1			1.00	0.00	[1, 1, 1]
189778	order	Nitrospirales	1	1	3			1.66	0.00	[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]
693072	order	Caldisericales	1	1	1			1.00	0.00	[1]
1235850	order	Methanomassiliicoccales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
1033996	order	Nitrososphaerales	1	1	3			1.66	0.00	[1, 1, 1, 1, 1, 3, 2, 2]
52604	order	Pleurocapsales	2	2	3			2.25	0.25	[3, 2, 2]
3079751	order	Geitlerinematales	1	3	3			3.00	0.00	[3]
2881377	order	Pseudanabaenales	1	2	3			2.60	0.00	[2, 3, 3, 2, 3]
1890505	order	Chroococcidiopsidales	1	3	3			3.00	0.00	[3, 3]
3079757	order	Gomontiellales	1	4	4			4.00	0.00	[4]
3079753	order	Coleofasciculales	1	4	4			4.00	0.00	[4]
2093825	order	Candidatus Saccharimonadales	1	1	1			1.00	0.00	[1]
2497644	order	Candidatus Babeliales	2	1	2			1.50	0.50	[1, 2]
1240482	order	Orbales	1	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
1970189	order	Marinilabiliales	3	2	6			4.00	1.63	[2, 2, 2, 2, 4, 4, 6]
1663425	order	Fimbriimonadales	1	2	2			2.00	0.00	[2]
2093819	order	Candidatus Nanosynbacterales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1]
1921782	order	Kiritimatiellales	1	1	1			1.00	0.00	[1]
3039167	order	Moorellales	2	1	5			3.35	1.65	[1, 1, 2, 1, 2, 2, 5]
1676649	order	Limnochordales	1	2	2			2.00	0.00	[2, 2, 2]
3120453	order	Thermosulfidibacterales	1	1	1			1.00	0.00	[1]
3079749	order	Leptolyngbyales	2	2	4			2.05	0.05	[2, 3, 3, 4, 3, 2, 2, 2, 2, 2]
3060226	order	Steroidobacterales	1	1	1			1.00	0.00	[1]
2691355	order	Gemmatales	1	1	5			2.61	0.00	[3, 5, 5, 3, 2, 3, 2, 1, 4]
2910145	order	Vicinamibacterales	1	1	1			1.00	0.00	[1, 1]
3104269	order	Woeseiales	1	1	1			1.00	0.00	[1]
1934945	order	Immundisolibacterales	1	1	1			1.00	0.00	[1]
1692040	order	Acidiferrobacterales	1	1	1			1.00	0.00	[1, 1, 1, 1]
1962852	order	Calditrichales	1	1	1			1.00	0.00	[1]
2483366	order	Sedimentisphaerales	2	1	3			1.75	0.75	[3, 3, 2, 1]
3039985	order	Nodosilineales	1	2	2			2.00	0.00	[2]
622450	order	Actinopolysporales	1	5	5			5.00	0.00	[5]
2039638	order	Candidatus Nanopelagicales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3085109	order	Thiohalobacterales	1	1	1			1.00	0.00	[1, 1, 1]
2881383	order	Thermostichales	1	1	1			1.00	0.00	[1]
580371	order	Mariprofundales	1	1	2			1.50	0.00	[2, 1]
1968909	order	Candidatus Nitrosocaldales	1	1	1			1.00	0.00	[1, 1]
742030	order	Salinisphaerales	1	2	2			2.00	0.00	[2]
1779134	order	Bradymonadales	2	3	5			3.50	0.50	[5, 3, 3]
908621	order	Euzebyales	1	2	2			2.00	0.00	[2]
1853223	order	Balneolales	1	3	3			3.00	0.00	[3]
1775403	order	Nevskiales	1	2	2			2.00	0.00	[2, 2, 2]
119069	order	Hydrogenophilales	1	3	3			3.00	0.00	[3]
2494207	order	Capsulimonadales	1	3	3			3.00	0.00	[3]
3082768	order	Christensenellales	1	2	2			2.00	0.00	[2]
3084968	order	Thiohalomonadales	1	2	2			2.00	0.00	[2]
388448	order	Ktedonobacterales	1	4	4			4.00	0.00	[4]
1755823	order	Egicoccales	1	2	2			2.00	0.00	[2]
1747768	order	Egibacterales	1	1	1			1.00	0.00	[1]
2066490	order	Emcibacterales	1	2	3			2.33	0.00	[2, 3, 2]
3049163	order	Candidatus Prometheoarchaeales	1	1	1			1.00	0.00	[1]
2682226	order	Tepidiformales	1	1	1			1.00	0.00	[1, 1]
2897347	order	Candidatus Uabimicrobiales	1	3	3			3.00	0.00	[3]
2856053	order	Candidatus Nanohalobiales	1	1	1			1.00	0.00	[1]
2495578	order	Sporichthyales	1	1	1			1.00	0.00	[1]
2907185	order	Tichowtungiales	1	2	2			2.00	0.00	[2]
1769716	order	Mesoaciditogales	1	2	2			2.00	0.00	[2]
1127829	order	Candidatus Brocadiales	1	1	1			1.00	0.00	[1, 1]
3079748	order	Oculatellales	1	2	3			2.50	0.00	[2, 2, 3]
2798275	order	Conexivisphaerales	1	1	1			1.00	0.00	[1]
2975519	order	Candidatus Izemoplasmatales	2	1	2			1.50	0.50	[2, 1]
1771349	order	Tepidisphaerales	1	2	2			2.00	0.00	[2]
362534	order	Kordiimonadales	2	2	3			2.16	0.17	[2, 2, 3, 2]
2364208	order	Phototrophicales	1	2	2			2.00	0.00	[2]
2847775	order	Atribacterales	1	2	2			2.00	0.00	[2]
2562243	order	Thermotomaculales	1	2	2			2.00	0.00	[2]
2885734	order	Candidatus Micrarchaeales	1	1	1			1.00	0.00	[1]
2786987	order	Koleobacterales	1	3	3			3.00	0.00	[3]
533206	order	Acanthopleuribacterales	1	3	3			3.00	0.00	[3]
2843198	order	Miltoncostaeales	1	1	1			1.00	0.00	[1, 1]
2545689	order	Candidatus Methanoliparales	1	1	1			1.00	0.00	[1]
2900568	order	Candidatus Absconditabacterales	1	1	1			1.00	0.00	[1]
3086087	order	Dethiobacterales	1	4	4			4.00	0.00	[4]
2202723	order	Methanonatronarchaeales	1	1	1			1.00	0.00	[1, 1]
2974822	order	Nanobdellales	1	1	1			1.00	0.00	[1]
2805415	order	Jatrophihabitantales	1	1	1			1.00	0.00	[1, 1]
1643687	order	Brevinematales	1	2	2			2.00	0.00	[2]
510684	order	Sneathiellales	1	3	3			3.00	0.00	[3, 3]
2975284	order	Candidatus Comchoanobacterales	1	1	1			1.00	0.00	[1]
134621	order	Limisphaerales	1	1	1			1.00	0.00	[1]
3031713	order	Nannocystales	1	3	3			3.00	0.00	[3]
2599632	order	Vulcanimicrobiales	1	1	1			1.00	0.00	[1]
278081	order	Lentisphaerales	1	6	6			6.00	0.00	[6]
588674	order	Thermoleophilales	1	1	1			1.00	0.00	[1]
2493627	order	Minwuiales	1	2	2			2.00	0.00	[2, 2, 2, 2]
574975	order	Holophagales	1	2	3			2.25	0.00	[2, 2, 2, 2, 3, 2]
3139175	order	Candidatus Chloroheliales	1	3	3			3.00	0.00	[3]
3085098	order	Candidatus Promineifilales	1	1	1			1.00	0.00	[1]
3121608	order	Candidatus Bipolaricaulales	1	1	1			1.00	0.00	[1]
1293499	order	Nitrospinales	1	1	1			1.00	0.00	[1]
3085656	order	Monoglobales	1	1	1			1.00	0.00	[1]
